CustomerID,Gender,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0542-YUDZL,Female,Month-to-month,Mailed check,25.55,372.45,
0547-HURJB,Male,Month-to-month,Credit card (automatic),21.05,235.8,No
0548-BCTNE,Male,One year,Credit card (automatic),106.1,5082.8,
0549-CYCQN,Male,One year,Bank transfer (automatic),79.6,3974.7,No
0550-DCXLH,Male,Month-to-month,Mailed check,73.35,931.55,No
0556-FJEGU,Male,Two year,Bank transfer (automatic),70.1,4048.95,No
0557-ASKVU,Female,One year,Credit card (automatic),54.4,957.1,No
0559-CKHUS,Female,Two year,Mailed check,19.55,521.8,No
0562-FGDCR,Female,Two year,Mailed check,74.55,5430.65,No
0562-HKHML,Male,Two year,Credit card (automatic),23.9,1626.4,No
0562-KBDVM,Female,Two year,Bank transfer (automatic),44.6,3058.15,No
0564-JJHGS,Male,Month-to-month,Electronic check,95.5,829.1,Yes
0564-MUUQK,Female,Month-to-month,Bank transfer (automatic),95.5,1916.2,No
0565-IYCGT,Male,One year,Credit card (automatic),78.6,5356.45,Yes
0565-JUPYD,Male,One year,Credit card (automatic),104.5,6590.8,No
0567-DLARH,Female,Month-to-month,Credit card (automatic),51.2,1561.5,
0567-GGCAC,Female,Month-to-month,Electronic check,61.4,438.9,No
0567-XRHCU,Female,Two year,Credit card (automatic),43.95,2960.1,No
0568-ONFPC,Male,Month-to-month,Bank transfer (automatic),25.9,135.0,Yes
0570-BFQHT,Female,Month-to-month,Electronic check,80.55,653.9,No
0572-ZJKLT,Female,Two year,Mailed check,99.65,4630.2,No
0575-CUQOV,Male,One year,Electronic check,97.95,5867.0,No
0576-WNXXC,Male,Month-to-month,Electronic check,95.55,2510.2,Yes
0577-WHMEV,Female,Month-to-month,Electronic check,90.7,1374.9,No
0578-SKVMF,Female,Month-to-month,Electronic check,83.3,1845.9,Yes
0580-PIQHM,Female,One year,Bank transfer (automatic),101.6,3930.55,No
0581-BXBUB,Female,Month-to-month,Electronic check,72.75,317.75,No
0581-MDMPW,Female,Month-to-month,Credit card (automatic),88.95,2072.75,No
0582-AVCLN,Female,Two year,Mailed check,20.3,743.05,No
0584-BJQGZ,Female,Month-to-month,Bank transfer (automatic),78.35,1837.9,No
0585-EGDDA,Male,Month-to-month,Electronic check,80.0,3168.75,No
0587-DMGBH,Female,Month-to-month,Electronic check,49.85,365.55,Yes
0594-UFTUL,Male,Month-to-month,Mailed check,19.85,252.0,No
0595-ITUDF,Male,Month-to-month,Electronic check,91.8,5960.5,No
0596-BQCEQ,Female,Month-to-month,Electronic check,100.15,6283.3,Yes
0599-XNYDO,Female,Month-to-month,Bank transfer (automatic),69.8,1540.35,No
0601-WZHJF,Male,Month-to-month,Electronic check,46.35,667.7,Yes
0602-DDUML,Female,Two year,Mailed check,69.75,3894.4,No
0603-OLQDC,Male,Month-to-month,Mailed check,69.85,837.5,No
0603-TPMIB,Female,Two year,Mailed check,25.45,1534.05,No
0604-THJFP,Female,Two year,Credit card (automatic),75.95,4542.35,No
0607-DAAHE,Male,Two year,Bank transfer (automatic),19.75,1052.35,Yes
0607-MVMGC,Male,One year,Credit card (automatic),78.75,3600.65,No
0608-JDVEC,Male,Two year,Electronic check,19.8,1013.2,No
0611-DFXKO,Male,Month-to-month,Mailed check,89.0,1820.45,Yes
0612-RTZZA,Female,Month-to-month,Electronic check,25.25,25.25,Yes
0613-WUXUM,Female,Two year,Mailed check,19.2,1401.4,No
0616-ATFGB,Male,Month-to-month,Electronic check,25.05,25.05,Yes
0617-AQNWT,Female,Two year,Electronic check,47.85,3147.5,Yes
0617-FHSGK,Male,Month-to-month,Credit card (automatic),75.2,3678.3,Yes
0618-XWMSS,Male,Month-to-month,Bank transfer (automatic),74.9,2068.55,Yes
0619-OLYUR,Male,Two year,Credit card (automatic),111.9,8071.05,No
0620-DLSLK,Female,Month-to-month,Mailed check,81.9,1028.9,No
0620-XEFWH,Male,Month-to-month,Mailed check,18.85,84.2,No
0621-CXBKL,Female,Two year,Mailed check,18.7,1005.7,No
0621-HJWXJ,Female,Month-to-month,Bank transfer (automatic),81.55,5029.05,No
0621-JFHOL,Female,Two year,Mailed check,29.6,299.05,No
0621-TSSMU,Male,One year,Credit card (automatic),19.95,1126.75,No
0621-TWIEM,Male,Month-to-month,Electronic check,45.55,402.6,Yes
0622-OCUQY,Male,Two year,Mailed check,20.05,845.25,
0623-EJQEG,Male,One year,Electronic check,93.55,6069.25,No
0623-GDISB,Female,Month-to-month,Bank transfer (automatic),48.45,48.45,No
0623-IIHUG,Female,Month-to-month,Electronic check,41.9,840.1,Yes
0625-AFOHS,Female,Two year,Mailed check,20.2,558.8,No
0626-QXNGV,Female,Two year,Credit card (automatic),24.15,1776.45,No
0628-CNQRM,Male,One year,Bank transfer (automatic),67.5,1544.05,Yes
0634-SZPQA,Female,Month-to-month,Bank transfer (automatic),90.05,2169.8,Yes
0635-WKOLD,Male,One year,Credit card (automatic),70.75,2921.75,No
0637-KVDLV,Male,Month-to-month,Electronic check,76.5,162.45,Yes
0637-UBJRP,Male,Month-to-month,Electronic check,84.05,1095.3,Yes
0637-YLETY,Female,Month-to-month,Credit card (automatic),95.6,1555.65,Yes
0639-QDHAY,Female,Month-to-month,Electronic check,89.05,1886.25,
0639-TSIQW,Female,Month-to-month,Credit card (automatic),102.95,6886.25,Yes
0640-YJTPY,Male,Two year,Bank transfer (automatic),21.0,1493.75,No
0641-EVBOJ,Male,Month-to-month,Mailed check,82.3,214.4,No
0643-OKLRP,Female,Month-to-month,Electronic check,80.35,3825.85,Yes
0644-OQMDK,Male,Month-to-month,Electronic check,70.65,293.85,No
0650-BWOZN,Female,Month-to-month,Electronic check,73.55,1359.45,No
0654-HMSHN,Male,Month-to-month,Electronic check,104.4,2157.95,Yes
0654-PQKDW,Female,One year,Bank transfer (automatic),70.75,4263.45,No
0655-RBDUG,Male,Month-to-month,Bank transfer (automatic),98.05,713.0,Yes
0655-YDGFJ,Male,Month-to-month,Bank transfer (automatic),48.95,1323.7,No
0657-DOGUM,Female,One year,Bank transfer (automatic),60.6,2985.25,No
0661-KBKPA,Male,One year,Mailed check,78.75,3942.45,No
0661-KQHNK,Female,One year,Credit card (automatic),19.0,105.5,No
0661-WCQNQ,Male,One year,Credit card (automatic),56.25,1292.2,No
0661-XEYAN,Female,Month-to-month,Mailed check,25.8,25.8,Yes
0665-XHDJU,Male,Two year,Electronic check,99.4,7285.7,No
0666-UXTJO,Male,Month-to-month,Credit card (automatic),85.2,2874.45,No
0667-NSRGI,Female,One year,Mailed check,69.55,3435.6,No
0668-OGMHD,Female,Month-to-month,Electronic check,28.5,629.35,No
0670-ANMUU,Male,One year,Credit card (automatic),97.65,6687.85,No
0670-KDOMA,Female,Month-to-month,Mailed check,20.25,20.25,No
0673-IGUQO,Male,Month-to-month,Mailed check,20.45,20.45,No
0674-DGMAQ,Male,Month-to-month,Electronic check,93.5,2970.8,No
0674-EYYZV,Female,Month-to-month,Electronic check,54.65,54.65,No
0674-GCDXG,Male,Two year,Bank transfer (automatic),71.9,4479.2,No
0675-NCDYU,Female,Two year,Credit card (automatic),116.4,8543.25,No
0678-RLHVP,Female,Two year,Electronic check,105.55,5682.25,No
0679-IDSTG,Female,Month-to-month,Electronic check,69.25,69.25,Yes
0679-TDGAK,Male,One year,Electronic check,75.5,4025.6,No
0680-DFNNY,Male,Month-to-month,Electronic check,101.1,1504.05,Yes
0682-USIXD,Female,Month-to-month,Electronic check,86.05,1818.9,No
0684-AOSIH,Male,Month-to-month,Electronic check,95.0,95.0,Yes
0685-MLYYM,Female,Month-to-month,Electronic check,70.75,154.85,Yes
0687-ZVTHB,Male,One year,Credit card (automatic),72.45,4653.85,Yes
0689-DSXGL,Female,Month-to-month,Bank transfer (automatic),85.8,4433.3,No
0689-NKYLF,Male,Month-to-month,Electronic check,83.2,1060.6,Yes
0690-SRQID,Male,Month-to-month,Mailed check,19.65,67.55,No
0691-IFBQW,Female,One year,Electronic check,110.0,4874.8,Yes
0691-JVSYA,Female,One year,Bank transfer (automatic),94.85,5000.2,Yes
0691-NIKRI,Female,One year,Credit card (automatic),105.95,4335.2,No
0696-UKTOX,Male,Month-to-month,Electronic check,54.15,1312.45,No
0697-ZMSWS,Male,Month-to-month,Electronic check,85.65,338.9,Yes
0699-NDKJM,Female,Month-to-month,Bank transfer (automatic),58.75,3437.45,No
0699-XSLUE,Male,One year,Electronic check,85.45,6300.85,
0701-RFGFI,Female,Month-to-month,Bank transfer (automatic),95.4,4613.95,No
0701-TJSEF,Male,Month-to-month,Bank transfer (automatic),68.25,576.95,No
0702-PGIBZ,Male,Month-to-month,Electronic check,101.7,364.55,Yes
0704-VCUMB,Female,Two year,Credit card (automatic),20.25,1278.8,No
0707-HOVVN,Female,Two year,Bank transfer (automatic),75.5,5212.65,No
0708-LGSMF,Male,Month-to-month,Electronic check,65.85,902.25,No
0708-SJDIS,Female,Month-to-month,Mailed check,65.0,2157.5,No
0709-TVGUR,Female,Month-to-month,Electronic check,74.55,622.9,Yes
0716-BQNDX,Male,Two year,Electronic check,93.75,5625.55,No
0719-SYFRB,Female,Month-to-month,Mailed check,61.65,713.75,Yes
0722-SVSFK,Female,Month-to-month,Electronic check,100.4,715.0,No
0722-TROQR,Female,Month-to-month,Electronic check,74.9,321.75,Yes
0723-DRCLG,Female,Month-to-month,Electronic check,74.45,74.45,Yes
0723-FDLAY,Male,One year,Bank transfer (automatic),85.25,3704.15,No
0723-VSOBE,Female,One year,Electronic check,34.2,1596.6,No
0725-CXOTM,Female,One year,Credit card (automatic),89.65,3348.1,No
0727-BMPLR,Female,One year,Electronic check,100.0,5509.3,Yes
0727-BNRLG,Male,Two year,Credit card (automatic),97.65,6743.55,No
0727-IWKVK,Male,Month-to-month,Electronic check,79.9,741.7,Yes
0730-BGQGF,Male,Two year,Credit card (automatic),90.3,6287.3,No
0730-KOAVE,Male,Month-to-month,Credit card (automatic),94.3,2679.7,No
0731-EBJQB,Female,One year,Electronic check,20.4,1090.65,No
0732-OCQOC,Female,Two year,Bank transfer (automatic),25.05,1270.25,No
0733-VUNUW,Male,Month-to-month,Bank transfer (automatic),55.65,1400.55,Yes
0734-OXWBT,Male,Month-to-month,Mailed check,70.7,225.65,No
0739-UUAJR,Female,Two year,Credit card (automatic),53.8,3952.45,No
0742-LAFQK,Male,Two year,Electronic check,99.15,7422.1,No
0742-MOABM,Male,Month-to-month,Mailed check,50.05,179.35,Yes
0742-NXBGR,Female,Month-to-month,Electronic check,82.3,82.3,Yes
0743-HNPFG,Female,One year,Credit card (automatic),69.75,3562.5,No
0743-HRVFF,Female,One year,Electronic check,56.15,2898.95,No
0744-BIKKF,Male,Two year,Bank transfer (automatic),86.65,6224.8,No
0744-GKNGE,Female,Month-to-month,Bank transfer (automatic),86.8,5327.25,No
0746-JTRFU,Male,Month-to-month,Electronic check,25.05,56.35,Yes
0748-RDGGM,Male,One year,Bank transfer (automatic),109.5,7534.65,Yes
0749-IRGQE,Female,Month-to-month,Electronic check,45.3,528.45,No
0750-EBAIU,Male,One year,Electronic check,91.25,4738.3,No
0750-EKNGL,Male,Month-to-month,Mailed check,20.75,141.1,No
0754-EEBDC,Male,Two year,Mailed check,19.9,76.65,No
0754-UKWQP,Male,Month-to-month,Electronic check,95.85,197.7,Yes
0756-MPZRL,Male,One year,Credit card (automatic),33.7,1537.85,No
0757-WCUUZ,Male,Two year,Credit card (automatic),63.35,3409.1,No
0761-AETCS,Female,Month-to-month,Electronic check,19.3,19.3,Yes
0769-MURVM,Female,Two year,Bank transfer (automatic),65.7,4575.35,No
0769-WXZYU,Male,Two year,Bank transfer (automatic),26.1,980.35,
0771-CHWSK,Male,Two year,Credit card (automatic),74.6,4798.4,No
0771-WLCLA,Female,Month-to-month,Electronic check,112.95,1882.55,No
0772-GYEQQ,Male,Month-to-month,Mailed check,88.35,262.05,Yes
0774-IFUVM,Male,Month-to-month,Bank transfer (automatic),65.15,723.35,No
0774-RMNUW,Female,Two year,Bank transfer (automatic),59.7,4122.65,No
0778-NELLA,Male,Month-to-month,Credit card (automatic),34.7,296.1,Yes
0780-XNZFN,Male,Two year,Bank transfer (automatic),20.65,1125.6,No
0781-LKXBR,Male,Month-to-month,Electronic check,100.5,918.6,Yes
0784-GTUUK,Male,One year,Credit card (automatic),23.75,1446.8,No
0784-ZQJZX,Male,Two year,Credit card (automatic),19.9,1529.65,No
0786-IVLAW,Female,One year,Bank transfer (automatic),108.1,7238.6,No
0786-VSSUD,Male,Month-to-month,Mailed check,39.0,679.85,Yes
0787-LHDYT,Male,Month-to-month,Credit card (automatic),20.6,330.25,No
0788-DXBFY,Male,One year,Electronic check,19.55,1108.8,No
0793-TWELN,Female,Month-to-month,Electronic check,80.15,319.85,No
0794-YVSGE,Male,Two year,Bank transfer (automatic),20.3,1401.15,No
0795-GMVQO,Male,One year,Credit card (automatic),109.9,7332.4,No
0795-LAFGP,Male,Two year,Electronic check,90.4,6668.05,No
0795-XCCTE,Male,Two year,Bank transfer (automatic),25.4,1809.35,No
0799-DDIHE,Female,Month-to-month,Electronic check,46.3,639.45,No
0804-XBFBV,Female,Month-to-month,Electronic check,25.2,321.05,No
0804-YGEQV,Female,One year,Bank transfer (automatic),24.45,993.15,No
0807-ZABDG,Female,Month-to-month,Mailed check,55.1,154.65,Yes
0810-BDHAW,Female,One year,Electronic check,78.4,1832.4,No
0810-DHDBD,Female,One year,Credit card (automatic),74.0,3877.65,No
0811-GSDTP,Female,Month-to-month,Electronic check,30.15,382.2,No
0812-WUPTB,Male,Month-to-month,Mailed check,70.85,70.85,Yes
0813-TAXXS,Male,Two year,Bank transfer (automatic),77.8,4323.35,No
0815-MFZGM,Female,Two year,Credit card (automatic),99.0,4135.0,No
0816-TSPHQ,Male,Month-to-month,Mailed check,20.75,44.2,No
0817-HSUSE,Male,Month-to-month,Electronic check,75.5,75.5,No
0818-OCPZO,Male,Month-to-month,Electronic check,81.45,2122.05,Yes
0820-FNRNX,Male,Month-to-month,Mailed check,66.7,1077.05,No
0822-GAVAP,Female,Month-to-month,Electronic check,34.7,62.25,Yes
0822-QGCXA,Female,Month-to-month,Electronic check,83.85,2310.2,No
0823-HSCDJ,Male,Month-to-month,Electronic check,49.15,2550.9,Yes
0824-VWDPO,Female,One year,Bank transfer (automatic),96.75,4442.75,No
0825-CPPQH,Female,Two year,Credit card (automatic),19.1,1372.45,No
0827-ITJPH,Male,Two year,Credit card (automatic),18.55,689.0,No
0829-DDVLK,Female,One year,Credit card (automatic),20.1,302.45,No
0829-XXPLX,Female,Month-to-month,Bank transfer (automatic),89.4,1871.15,No
0831-JNISG,Male,Two year,Mailed check,19.8,1396.25,No
0835-DUUIQ,Female,One year,Bank transfer (automatic),21.05,531.55,No
0835-JKADZ,Female,Two year,Electronic check,111.25,7984.15,No
0836-SEYLU,Male,Month-to-month,Mailed check,40.65,328.95,Yes
0839-JTCUD,Female,Two year,Credit card (automatic),89.9,5958.85,No
0839-QNXME,Female,Two year,Credit card (automatic),19.4,578.5,No
0840-DCNZE,Male,One year,Bank transfer (automatic),86.95,4138.9,No
0840-DFEZH,Female,Month-to-month,Electronic check,75.35,564.65,No
0840-JCCUW,Female,Month-to-month,Electronic check,45.0,89.75,
0841-NULXI,Male,Month-to-month,Electronic check,35.55,35.55,Yes
0842-IWYCP,Female,Month-to-month,Bank transfer (automatic),44.95,2168.9,No
0843-WTBXE,Male,Month-to-month,Bank transfer (automatic),85.45,4517.25,Yes
0847-HGRML,Male,Two year,Bank transfer (automatic),20.0,1250.1,No
0848-SOMKO,Male,Two year,Bank transfer (automatic),48.4,3442.8,No
0848-ZGQIJ,Female,Month-to-month,Bank transfer (automatic),94.65,1461.15,No
0851-DFJKB,Female,Month-to-month,Electronic check,58.95,955.15,No
0853-NWIFK,Female,One year,Electronic check,100.3,4483.95,No
0853-TWRVK,Male,Two year,Bank transfer (automatic),105.6,7581.5,No
0854-UYHZD,Female,Two year,Mailed check,19.55,265.3,No
0856-NAOES,Male,Month-to-month,Mailed check,60.9,414.1,No
0859-YGKFW,Male,One year,Bank transfer (automatic),20.05,345.9,No
0862-PRCBS,Female,Two year,Credit card (automatic),103.75,7039.45,No
0864-FVJNJ,Female,One year,Electronic check,113.35,7222.75,No
0866-QLSIR,Female,One year,Mailed check,64.4,2088.75,Yes
0867-LDTTC,Male,Month-to-month,Bank transfer (automatic),75.15,392.65,No
0867-MKZVY,Female,Month-to-month,Electronic check,82.4,1592.35,Yes
0868-VJRDR,Male,Two year,Credit card (automatic),104.05,6605.55,No
0869-PAPRP,Female,Month-to-month,Credit card (automatic),85.7,2067.0,No
0870-VEMYL,Female,Month-to-month,Credit card (automatic),53.85,259.8,Yes
0871-OPBXW,Female,Month-to-month,Mailed check,20.05,39.25,No
0871-URUWO,Male,Month-to-month,Credit card (automatic),102.25,1359.0,Yes
0872-CASZJ,Male,One year,Mailed check,69.1,4096.9,No
0872-JCPIB,Male,Month-to-month,Bank transfer (automatic),65.75,1111.2,No
0872-NXJYS,Female,Month-to-month,Electronic check,79.55,723.4,Yes
0875-CABNR,Female,Month-to-month,Credit card (automatic),84.6,865.55,Yes
0876-WDUUZ,Female,Month-to-month,Credit card (automatic),85.4,425.9,Yes
0877-SDMBN,Female,One year,Bank transfer (automatic),103.95,5639.05,Yes
0880-FVFWF,Male,Month-to-month,Electronic check,86.4,4922.4,No
0880-TKATG,Male,Month-to-month,Electronic check,101.15,385.9,Yes
0883-EIBTI,Female,Month-to-month,Mailed check,19.5,31.55,Yes
0885-HMGPY,Male,Two year,Bank transfer (automatic),69.4,4237.5,No
0886-QGENL,Female,Month-to-month,Electronic check,101.25,2754.45,Yes
0887-HJGAR,Male,Month-to-month,Mailed check,45.7,45.7,Yes
0887-WBJVH,Female,One year,Electronic check,93.45,4872.2,No
0895-DQHEW,Male,Month-to-month,Electronic check,104.3,5278.15,Yes
0895-LMRSF,Male,One year,Bank transfer (automatic),64.9,1509.8,No
0895-LNKRC,Male,One year,Mailed check,19.45,113.5,No
0895-UADGO,Male,Two year,Mailed check,44.55,343.45,No
0897-FEGMU,Female,Month-to-month,Electronic check,99.5,1056.95,Yes
0898-XCGTF,Male,One year,Bank transfer (automatic),96.5,5673.7,No
0899-LIIBW,Male,Month-to-month,Electronic check,100.85,3527.3,No
0899-WZRSD,Male,Month-to-month,Mailed check,105.35,5794.45,No
0902-RFHOF,Male,One year,Mailed check,20.1,730.1,No
0902-XKXPN,Male,Two year,Bank transfer (automatic),20.2,1376.5,No
0906-QVPMS,Male,Two year,Bank transfer (automatic),115.15,8349.45,No
0907-HQNTS,Female,Two year,Credit card (automatic),113.0,7987.6,No
0909-SDHNU,Female,Month-to-month,Mailed check,29.8,201.95,No
0909-SELIE,Male,Two year,Bank transfer (automatic),80.8,4860.85,No
0910-AJOHQ,Female,Two year,Bank transfer (automatic),115.1,7334.05,
0913-XWSCN,Male,Month-to-month,Bank transfer (automatic),85.5,4713.4,No
0916-KNFAJ,Male,Two year,Mailed check,69.9,4226.7,No
0916-QOFDP,Female,Month-to-month,Electronic check,95.8,1346.3,No
0917-EZOLA,Male,Two year,Bank transfer (automatic),104.15,7689.95,Yes
0921-OHLVP,Male,Month-to-month,Electronic check,83.05,1799.3,No
0923-PNFUB,Female,Month-to-month,Electronic check,83.75,247.25,Yes
0924-BJCRC,Female,Month-to-month,Electronic check,89.45,5294.6,No
0925-VYDLG,Female,Month-to-month,Electronic check,75.25,242.0,Yes
0927-CNGRH,Male,Month-to-month,Mailed check,19.55,19.55,No
0927-LCSMG,Male,Month-to-month,Mailed check,74.65,544.55,Yes
0928-JMXNP,Male,Month-to-month,Electronic check,29.9,118.25,No
0928-XUTSN,Female,Month-to-month,Electronic check,80.5,1011.8,No
0929-HYQEW,Male,Month-to-month,Mailed check,50.15,160.85,No
0929-PECLO,Female,Month-to-month,Bank transfer (automatic),89.6,5538.8,No
0930-EHUZA,Female,One year,Mailed check,76.35,2606.35,No
0931-MHTEM,Female,One year,Credit card (automatic),100.05,5299.65,No
0932-YIXYU,Female,Two year,Credit card (automatic),20.25,1029.8,No
0936-NQLJU,Female,Two year,Credit card (automatic),20.65,875.55,No
0939-EREMR,Female,Month-to-month,Mailed check,53.45,718.1,No
0939-YAPAF,Female,Month-to-month,Electronic check,100.25,3527.6,Yes
0940-OUQEC,Male,Month-to-month,Bank transfer (automatic),80.7,788.8,Yes
0942-KOWSM,Female,Two year,Bank transfer (automatic),80.8,2369.3,No
0943-ZQPXH,Male,Month-to-month,Bank transfer (automatic),92.95,4122.9,No
0945-TSONX,Female,Two year,Credit card (automatic),85.3,4107.25,No
0946-CLJTI,Male,Month-to-month,Electronic check,98.7,5812.6,Yes
0946-FKYTX,Male,One year,Mailed check,30.1,1623.4,No
0947-IDHRQ,Female,Month-to-month,Mailed check,80.3,526.7,Yes
0947-MUGVO,Male,Month-to-month,Electronic check,73.65,1463.5,Yes
0950-TZGED,Male,Two year,Bank transfer (automatic),25.95,1444.05,
0952-KMEEH,Male,Month-to-month,Mailed check,98.15,1230.25,Yes
0953-LGOVU,Male,Month-to-month,Mailed check,35.5,432.25,No
0956-ACVZC,Female,One year,Credit card (automatic),94.1,5060.9,No
0956-SYCWG,Female,One year,Electronic check,19.65,244.8,No
0958-YHXGP,Female,Month-to-month,Mailed check,69.9,497.3,No
0959-WHOKV,Male,One year,Electronic check,99.0,4298.45,No
0960-HUWBM,Male,Two year,Bank transfer (automatic),104.1,6700.05,No
0961-ZWLVI,Male,One year,Credit card (automatic),109.2,5290.45,No
0962-CQPWQ,Female,Two year,Bank transfer (automatic),20.3,1296.15,No
0963-ZBDRN,Male,Month-to-month,Electronic check,96.2,3183.4,Yes
0967-BMLBD,Female,One year,Mailed check,20.0,196.35,No
0968-FTNYZ,Female,Month-to-month,Electronic check,56.0,764.55,
0968-GSIKN,Female,Month-to-month,Mailed check,70.8,70.8,Yes
0969-RGKCU,Male,One year,Credit card (automatic),19.8,677.05,No
0970-ETWGE,Male,Month-to-month,Electronic check,89.55,89.55,Yes
0970-QXPXW,Female,Month-to-month,Mailed check,19.65,19.65,No
0971-QIFJK,Female,Two year,Bank transfer (automatic),24.25,1641.8,No
0973-KYVNF,Female,Two year,Credit card (automatic),70.65,5011.15,No
0975-UYDTX,Female,One year,Credit card (automatic),90.1,2312.55,No
0975-VOOVL,Female,Month-to-month,Mailed check,29.2,98.5,No
0979-MOZQI,Male,Two year,Bank transfer (automatic),39.0,2337.45,No
0979-PHULV,Male,Month-to-month,Credit card (automatic),99.45,7007.6,Yes
